lugar_de_instalacion,lat,lon,formatted_address
"Avenida del Libertador 5500 (carriles sentido ascendente), de la localidad de Moreno, provincia de Buenos Aires",,,
"Avenida del Libertador 5500 (carriles 1 y 2 sentido descendente), de la localidad de Moreno, provincia de Buenos Aires",,,
"Av. Centenario N° 17163 (carriles 1 y 2 sentido ascendente) de la localidad de San Isidro, provincia de Buenos Aires",,,
"Autopista La Plata - Buenos Aires - km 41,5 (carriles sentido ascendente), en jurisdicción de la localidad de Villa Elisa, provincia de Buenos Aires",,,
"Autopista La Plata - Buenos Aires - km 41,5 (carriles sentido descendente), en jurisdicción de la localidad de Villa Elisa, provincia de Buenos Aires",,,
"Autopista La Plata - Buenos Aires - km 33,8 (carriles 1 y 2 sentido ascendente), en jurisdicción de la localidad de Berazategui, provincia de Buenos Aires",,,
"Autopista La Plata - Buenos Aires - km 17 (carriles sentido descendente), en jurisdicción de la localidad de Berazategui, provincia de Buenos Aires",,,
"Autopista La Plata - Buenos Aires - km 17 (carriles sentido ascendente), en jurisdicción de la localidad de Berazategui, provincia de Buenos Aires",,,
"Autopista La Plata - Buenos Aires - km 33,8 (carriles 1 y 2 sentido descendente), en jurisdicción de la localidad de Berazategui, provincia de Buenos Aires",,,
"Camino del Buen Ayre - km 9,7 (carriles 1 y 2 sentido descendente), en jurisdicción de la localidad de San Martín, provincia de Buenos Aires",,,
"Camino del Buen Ayre - km 9,7 (carriles 1 y 2 sentido ascendente), en jurisdicción de la localidad de San Martín, provincia de Buenos Aires",,,
"Avenida Circunvalación esq. Sampayo (carriles 1 y 2 sentido ascendente), en jurisdicción de la localidad de Junín, provincia de Buenos aires",,,
"Ruta Provincial N° 2 - km 103,5 (Carriles entido ascendente), en jurisdicción de la localidad de Chascomús, provincia de Buenos Aires.",,,
"Av. Alem N° 1300 (carriles descendentes) de la localidad de Santa Fe de la Vera Cruz, provincia de Santa Fe",,,
"Av. Alem N° 1300 (carriles ascendentes) de la localidad de Santa Fe de la Vera Cruz, provincia de Santa Fe",,,
"Av. Juan Domingo Perón N° 4260 de la localidad de Salta, provincia de Salta.",,,
"Av. Juan Domingo Perón N° 3100 de la localidad de Salta, provincia de Salta.",,,
Av. Crisólogo Larralde N° 5281 (carriles 2 y 3 sentido ascendente) de la Ciudad Autónoma de Buenos Aires,,,
Av. Crisólogo Larralde N° 6032 (carriles 1 y 2 sentido ascendente) de la Ciudad Autónoma de Buenos Aires,,,
"Av. Intendente Cantilo - km 9,8 (carriles 3, 4 y 5 sentido ascendente) de la Ciudad Autónoma de Buenos Aires",,,
"Ruta Provincial N° 31 - km 123,5 (carriles 1 y 2 sentido ascendente), en jurisdicción de la localidad de Salto, provincia de Buenos Aires",,,
"Av. Peñaloza N° 5700 de la localidad de Santa Fe de la Vera Cruz, provincia de Santa Fe",,,
"Ruta Provincial N° 31 - km 123,5 (carriles sentido ascendente), en jurisdicción de la localidad de Salto, provincia de Buenos Aires",,,
"Sivori 4917 (carril sentido ascendente) de la localidad de Bahía Blanca, provincia de Buenos Aires",,,
"Ruta Nacional N° 11 - km 547,8 (carril 1 ascendente / carril 2 descendente), en jurisdicción de la localidad de Videla, provincia de Santa Fe",,,
"Ruta Nacional N° 11 - km 619 (carril 1 descendente / carril 2 ascendente), en jurisdicción de la localidad de Gobernador Crespo, provincia de Santa Fe",,,
"Ruta Pcial. Nº 6, km 194, Campana, Pcia. de Bs. As. - Sent. Asc.",,,
"Ruta Prov. 6 km 194, Campana Pcia. de Bs.As. Sentido ascendente",,,
"Ruta Prov. 6 km 194, carril 1 y carril 2 Campana Pcia. de Bs.As. Sentido ascendente",,,
"rov. 6 km 194, carril 1 y carril 2 Campana Pcia. de Bs.As. Sentido asce",,,
"Ruta Provincial Nº 6 km 194, Campana, Pcia. De Buenos 
Aires.Sentido: Descendente",,,
"Ruta Provincial Nº 6 km 194, Campana, Pcia. De Buenos Aires. Sentido: Descendente",,,
"Ruta Provincial Nº 6 km 194, Campana, Pcia. De Buenos Aires. Sentido: Descendente c 1 y 2",,,
"Avenida 6 de Julio N° 1100 (carriles 1 y 2 sentido descendente) de la localidad de Campana, provincia de Buenos Aires",,,
"Avenida 6 de Julio Nº 1100, Campana, Pcia. de Buenos Aires.Sentido: Descendente",,,
Au. Cno. Del Buen Ayre km 21 carril 2 y 3 asc. Ituzaingo Bs. As.,,,
"Ruta Nacional N° 34 - km 169,5, en jurisdicción de la localidad de San Vicente, provincia de Santa Fe",,,
"Av. Hipolito Yrigoyen 5000 (carriles 2 y 3 sentido descendente) de la localidad de San Fernando, provincia de Buenos Aires",,,
"Av. Hipolito Yrigoyen 5000 (carriles 2 y 3 sentido ascendente) de la localidad de San Fernando, provincia de Buenos Aires",,,
"Uruguay 6659 (carriles 1 y 2 sentido ascendente) de la localidad de San Fernando, provincia de Buenos Aires",,,
"Pte. Raúl Alfonsín 971, Bahía Blanca, Pcia de Bs. As., 
Sentido:Ascendente.",,,
"Pte. Raúl Alfonsín 971, Bahía Blanca, Pcia de Bs. As., Sentido: Ascendente.",,,
Presidente Raul Alfonsin 971 ascendente Bahia Blanca,,,
"Pte. Raúl Alfonsín 970, Bahía Blanca, Pcia de Bs. As., 
Sentido:Descendente.",,,
"Pte. Raúl Alfonsín 970, Bahía Blanca. Bs. As. Desc.",,,
Presidente Raul Alfonsin 970 descendente Bahia Blanca,,,
"Av. De La Unidad Nacional 780, San Isidro, Pcia. de Bs. As., Asc.",,,
Av. De la unidad nacional 780 - C1 y C2 Asc. San Isidro,,,
"Avenida Unidad Nacional 780, San Isidro, Pcia. de Buenos 
Aires,Sentido: descendente",,,
"Av. De La Unidad Nacional 780, San Isidro, Pcia. de Bs. As., Desc.",,,
Av. De la unidad nacional 780 - C1 y C2 Desc. San Isidro,,,
Av. De la unidad nacional 780 - C1 y C2 Desc. San Isidro Bs. As.,,,
"Av. Marquez 1515, San Isidro, Pcia. de Bs. As., Asc.",,,
"Av. Marquez 1590, San Isidro, Pcia. de Bs. As., Desc.",,,
"Avenida del Libertador 15570, San Isidro, Pcia. de Buenos 
Aires,Sentido: descendente",,,
"Av. Del Libertador 15570, San Isidro, Pcia. de Bs. As., Desc.",,,
Av. Del Libertador de Gral. San Martin 15570 carril 1 y 2 descendente San Isidro,,,
"Ruta Provincial N° 6 - km 65,5 en la localidad de Esperanza, provincia de Santa Fe.",,,
"Ruta Provincial N° 70 - km 15,7 en la localidad de Esperanza, provincia de Santa Fe",,,
"Ruta Provincial N° 70 - km 13,1 (carril 1 ascendente / carril 2 descendente) en jurisdicció de la localidad de Esperanza, provincia de Santa Fe",,,
"Avenida Uruguay 6650, San Isidro, Pcia. de Buenos Aires. 
Sentido:Descendente",,,
"Av. Uruguay 6650, San Isidro, Pcia de Bs. As., Sentido: Descendente.",,,
"Juan Manuel de Rosas 4700, San Martín, Pcia. de Bs. 
As.,ascendente.",,,
"Juan Manuel de Rosas 4700, San Martín, Pcia. de Bs. As., ascendente.",,,
"Av. Juan Manuel de Rosas 4700, San Martín, Pcia. de Bs. As., ascendente. Carril 2 y 3",,,
"Juan Manuel de Rosas 4700, San Martín, Pcia. de Bs. 
As.,descendente.",,,
"Juan Manuel de Rosas 4700, San Martín, Pcia. de Bs. As., descendente.",,,
Av. J.M. de Rosas 4700 Carril 2y 3 San Martin - Descendente,,,
"Ruta Provincial Nº 70 km 70,4 Bella Italia, Pcia. de Santa Fé, sentido de circulación: Esperanza - Rafaela E-O.",,,
"Ruta Provincial N° 70 - km 70,4, en jurisdicción de la localidad de Bella Italia, provincia de Santa Fe",,,
"Dr. Ricardo Balbin 4883 (carril sentido ascendente) de la localidad de San Martín, provincia de Buenos Aires",,,
"Dr. Ricardo Balbin 4880 (carril sentido descendente) de la localidad de San Martín, provincia de Buenos Aires",,,
"Ruta Provincial 30 esq. calle 836 (carril 1 sentido ascendente), en jurisdicción de la localidad de Chacabuco, provincia de Buenos Aires",,,
"Juan Domingo Perón 3751 (carril sentido ascendente) de la localidad de Bahía Blanca, provincia de Buenos aires",,,
"Juan Domingo Perón 3750 (carril sentido descendente) de la localidad de Bahía Blanca, provincia de Buenos aires",,,
"Ruta Nacional A012 - km 60,4, en jurisdicción de la localidad de Ricardone, provincia de Santa Fe",,,
"Ruta Nacional N° 9 - km 326,2, en jurisdicción de la localidad de Roldán, provincia de Santa Fe",,,
"Corredor Bancalari - km 0,30 (carriles 1 y 2 sentido ascendente), de la localidad de San Fernando, provincia de Buenos Aires",,,
"Ruta Provincial N° 30 y calle 836, Chacabuco, Pcia de Buenos Aires,Sentido: descendente",,,
"Ruta Provincial N° 1 - km 111, en jurisdicción de la localidad de Saladero Cabal, provincia de Santa Fe",,,
"Ruta Provincial S20 - km 2,1, en jurisdicción de la localidad de Piñero, provincia de Santa Fe",,,
"Ruta Nacional A012 - km 9,8 en jurisdicción de la localidad de Piñero, provincia de Santa Fe.",,,
"Ruta Provincial N° 1 - km 12,9 (ambos sentidos), en jurisdicción de la localidad de Arroyo Leyes, provincia de Santa Fe",,,
"Ruta Provincial N° 6 - km 159,3 (carril sentido ascendente), en jurisdicción de la localidad de Luján, provincia de Buenos Aires",,,
"Ruta Nacional N° 9 - km 329,1 (carril sentido descendente), en jurisdicción de la localidad de Roldán, provincia de Santa Fe",,,
"Ruta Provincial N° 14 - km 48 (carril 1 sentido ascendente / carril 2 sentido descendente), en jurisdicción de la localidad de Villa Mugueta, provincia de Santa Fe.",,,
"Ruta Provincial N° 51 - km 96,7 (carril sentido descendente), en jurisdicción de la localidad de Capitán Sarmiento, provincia de Buenos Aires",,,
"Ruta Provincial N° 51 - km 96,7 (carril sentido ascendente), en jurisdicción de la localidad de Capitán Sarmiento, provincia de Buenos Aires",,,
"Ruta Provincial N° 6 - km 159,3 (carril sentido descendente), en jurisdicción de la localidad de Luján, provincia de Buenos Aires",,,
"Ruta Provincial N° 51 - km 121,3 (carril sentido descendente), en jurisdicción de la localidad de Carmen de Areco, provincia de Buenos Aires",,,
"Av. San Juan 730 (carriles 2,3 y 4 sentido descendente) de la Ciudad Autónoma de Buenos Aires",,,
Avenida San Juan N° 2507 de la Ciudad Autónoma de Buenos Aires,,,
Avenida Coronel Roca N° 5880 (carriles 2 y 3 sentido descendente) de la Ciudad Autónoma de Buenos Aires.,,,
"Ruta Provincial N° 51 - km 121,3 (carril sentido ascendente), en jurisdicción de la localidad de Carmen de Areco, provincia de Buenos Aires",,,
"Avenida Del Libertador 538 (carriles 2 y 3 sentido descendente), en jurisdicción de la localidad de Vicente López, provincia de Buenos Aires",,,
"Ruta Provincial N° 2 - km 195,9 (carril con sentido de circulación ascendente), en jurisdicción de la localidad de Dolores, provincia de Buenos Aires",,,
"Avenida Del Libertador 451 (carril sentido ascendente), en jurisdicción de la localidad de Vicente López, provincia de Buenos Aires",,,
"Avenida Maipú 3970 (carril sentido descendente) de la localidad de Vicente López, provincia de Buenos Aires",,,
"Ruta Provincial N° 39 - km 2 (carril 1 sentido ascendente), en jurisdicción de la localidad de Exaltación de la Cruz, provincia de Buenos Aires.",,,
"Ruta Provincial N° 39 - km 2,3 (carril 1 sentido descendente), en jurisdicción de la localidad de Exaltación de la Cruz, provincia de Buenos Aires.",,,
"Ruta Provincial N° 2 - km 195,9 (carriles 1 y 2 sentido descendente), en jurisdicción de la localidad de Dolores, provincia de Buenos Aires",,,
"Av. Del Libertador 3697, Vte. López, Bs As, asc",,,
"Av. Del Libertador 4000, Vte. Lopez, sentido de circulación 
descendente.",,,
"Av. Benavides 4300, Tigre, Pcia. de Bs. As., descendente.",,,
"Av. Benavides 4300 carril 1 y carril2, Tigre, Pcia. de Bs. 
As.,descendente.",,,
"Avenida Benavidez Nº 3850, Tigre. Provincia de Buenos Aires.Sentido ascendente",,,
"Avenida Benavidez Nº 3850, Tigre. Provincia de Buenos Aires. Sentido ascendente c 1 y 2",,,
"Av. Martin Fierro 3550, Ituzaingo, Bs. As. Sent: descendente",,,
"Av. Mosconi 2298, La Matanza, Bs. As. Desc.",,,
"Av. Martin Fierro 3725, Ituzaingo, Bs. As. Asc. C1 y C2",,,
Av.Martin Fierro 3725 ascendente - ituzaingo carril 1 y 2,,,
"Av. Martin Fierro 3725, Ituzaingo, Bs. As. Asc. C1 y C2 ituzaingo Bs As",,,
"Av. Don Bosco 5350, La Matanza, Bs As, desc",,,
"Av. Nestor C. Kirchner 22265, carril 1 y carril 2 Ituzaingo, Pcia. de Bs. As., descendente.",,,
"Av. Nestor C. Kirchner 22295, carril 1 y carril 2 Ituzaingo, Pcia. de Bs. As., ascendente.",,,
Av. N.C. Kirchner 22295 asc. Carril 1 y carril 2 ituzaingo BsAs,,,
"Autopista AP 01 ""Brigadier Estanislao López"" - km 78,9, en jurisdicción de la localidad de Barrancas, provincia de Santa Fe. Sentido de circulación descendente (Norte a Sur)",,,
"Autopista AP 01 ""Brigadier Estanislao López"" - km 78,9, en jurisdicción de la localidad de Barrancas, provincia de Santa Fe. Sentido de circulación ascendente (Sur a Norte)",,,
"Ruta Nacional N° 11 - km 472,5 (carril sentido de circulación descendente), en jurisdicción de la localidad de Santa Fe de la Vera Cruz, provincia de Santa Fe",,,
"Ruta Nacional N° 11 - km 472,5 (carril sentido de circulación ascendente), en jurisdicción de la localidad de Santa Fe de la Vera Cruz, provincia de Santa Fe",,,
"Autopista AP 01 ""Brigadier Estanislao López"" - km 151,3 (carriles sentido descendente), en jurisdicción de la localidad de Santa Fe de la Vera Cruz, provincia de Santa Fe",,,
"Autopista AP 01 ""Brigadier Estanislao López"" - km 151,3 (carriles sentido ascendente), en jurisdicción de la localidad de Santa Fe de la Vera Cruz, provincia de Santa Fe",,,
"Ruta Nacional N° 9 - km 260,5 (carriles sentido descendente), en jurisdicción de la localidad de Fighiera, provincia de Santa Fe",,,
"Ruta Nacional N° 9 - km 260,5 (carriles sentido ascendente), en jurisdicción de la localidad de Fighiera, provincia de Santa Fe",,,
"Ruta Nacional N° 9 - km 361 (carriles sentido ascendente), en jurisdicción de la localidad de Cañada de Gómez, provincia de Santa Fe",,,
"Ruta Nacional N° 9 - km 361 (carriles sentido descendente), en jurisdicción de la localidad de Cañada de Gómez, provincia de Santa Fe",,,
"Au. 25 de Mayo km 7,2 Ciudad Autónoma de Buenos Aires Desc.",,,
"Autopista 25 de Mayo, km 4,1, Ciudad Autónoma de Buenos Aires,Sentido: ascendente",,,
"Autopista Perito Moreno km 0,5 carril 3 y 4 asc. CABA",,,
"Au. Arturo Frondizzi km 3,0 carril 1, 2 y 3 Ciudad Autónoma de Buenos Aires Asc.",,,
"Autopista Perito Moreno km 4,9, Ciudad Autónoma de Buenos Aires,Sentido: ascendente",,,
"Autopista Perito Moreno km 4,9, Ciudad Autónoma de Buenos Aires, Sentido: ascendente",,,
"Au. Perito Moreno km 4,4 Carril 2, 3y 4 Asc. CABA",,,
"Avenida del Libertador 5666, Ciudad Autónoma de Buenos 
Aires,Sentido: descendente",,,
"Avenida del Libertador N° 5666, Ciudad Autónoma de Buenos Aires,Sentido: descendente",,,
"Avenida del Libertador N° 5666, Ciudad Autónoma de Buenos Aires, Sentido: descendente",,,
"Av. Del Libertador C1, C2 Y C3 DESC. CABA",,,
"Av. Del Libertador N° 5275, Ciudad Autónoma de Buenos 
Aires.Sentido: Ascendente",,,
Av. Del Libertador 5275 Asc. Ciudad Autónoma de Buenos Aires,,,
"Avenida Leopoldo Lugones km 8,7. Ciudad Autónoma de Buenos Aires . Sentido: unico",,,
"Av. L.Lugones km 8,7 c1 c2 c3 sent. Desc. Caba",,,
"Avenida Intendente Cantilo, km 8,7, Ciudad Autónoma de Buenos Aires, Sentido: único",,,
"Av. Intendente Cantilo km 8,7. Ciudad Autónoma de Buenos Aires .Sentido: unico (asc.)",,,
"Av. Intendente Cantilo km 8,7. Ciudad Autónoma de Buenos Aires . Sentido: unico (asc.)",,,
"Av. Intendente Cantilo km 8,7. carril 1 , 2 y 3 Ciudad Autónoma de Buenos Aires . Sentido: unico (asc.)",,,
"Av. Int. Cantilo km 8,7 c1 c2 c3 sent. Unico ascendente",,,
"Avenida Dorrego N° 3700, Ciudad Autónoma de Buenos 
Aires,Sentido: ascendente",,,
"Avenida Dorrego N° 3700, Ciudad Autónoma de Buenos Aires, Sentido: ascendente",,,
"Av. Dorrego 3700 C1,C2 y C3 Asc. CABA",,,
"Ramal 3 de transición km 0,1, Ciudad Autónoma de Buenos 
Aires,Sentido: ascendente",,,
"Ramal 3 de transición km 0,1, Ciudad Autónoma de Buenos Aires, Sentido: ascendente",,,
"Au.1 - Au.6 Ramal 3 de transicion km 0,1 carril 1, 2 y 3 CABA",,,
"AU1-AU6 RAMAL3 de transicion km 0,1",,,
Avenida Estado de Israel Nº 4460. Ciudad Autónoma de Buenos Aires. Sentido: ascendente,,,
"Av. Estado de Israel 4460, CABA. Asc (único sentido)",,,
"Avenida Estado de Israel Nº 4460. carril 3,4 y 5 Ciudad Autónoma de Buenos Aires. Sentido: ascendente",,,
"AV. ESTADO DE ISRAEL 4460 C3, C4 Y C5 ASC. CABA",,,
"Avenida Directorio 4085 , Ciudad Autónoma de Buenos Aires.Sentido: unico",,,
"Avenida Directorio 4085 , Ciudad Autónoma de Buenos Aires. Sentido: unico",,,
"Donado 3660, Ciudad Autónoma de Buenos Aires. 
Sentido:descendente",,,
Donado 3660 C.A.B.A. sentido Descendente,,,
"Donado 3660 Carril 2,3 y 4 Sentido Descendente - CABA",,,
"Donado 3660 carril 2, 3 y 4, Ciudad Autónoma de Buenos Aires. Sentido: descendente",,,
Avenida Dr. Ricardo Balbin Nº 4640. Ciudad Autónoma de Buenos Aires. Sentido: descendente,,,
"Av. Dr. Ricardo Balbin 4640 - carril 2, carril 3 y carril 4",,,
"Ruta Nacional N° 11 - km 377,5 (carril sentido descendente), en jurisdicción de la localidad de Monje, provincia de Santa Fe",,,
"Ruta Nacional Nº 11, km 376,5, Monje, Pcia. de Santa Fé, sentido de circulación Maciel - Barrancas.",,,
"Ruta Nacional N° 11 - km 376,5 (carril sentido ascendente), en jurisdicción de la localidad de Monje, provincia de Santa Fe",,,
"Ruta Provincial N° 21 - km 278,5 (carril sentido ascendente), en jurisdicción de la localidad de Pueblo Esther, provincia de Santa Fe",,,
"Ruta Nacional N° 34 km 231,2, Rafaela, Pcia. de Santa Fé, sentido de circulación: carril 1 descendente N-S, carril 2 ascendente S-N.",,,
"Ruta Provincial N° 21 y el Pindo (carriles 2 y 3 sentido ascendente), en jurisdicción de la localidad de La Matanza, provincia de Buenos Aires.",,,
"Av. B. Campos 1201 (carril sentido descendente), de la localidad de Necochea, provincia de Buenos Aires.",,,
"Monseñor Bufano 3302 (carriles 1 y 2 sentido descendente) de la localidad de La Matanza, provincia de Buenos Aires.",,,
"Ruta Provincial N° 65 - km 172,2 (carril sentido ascendente), en jurisdicción de la localidad de 9 de Julio, provincia de Buenos Aires",,,
"Avenida Maipú - km 7,8 de la localidad de Corrientes, provincia de Corrientes.",,,
"Avenida Crovara 4000 (Carriles 1 y 2 - Sentido de circulación descendente), La Matanza, provincia de Buenos Aires.",,,
"Avenida Pte. J.D. Perón 1936 (Carriles 1 y 2 sentido descendente), La Matanza, provincia de Buenos Aires.",,,
"Ruta Provincial N° 65 - km 171,1 (carriles 1 y 2 sentido descendente), en jurisdicción de la localidad de 9 de Julio, provincia de Buenos Aires.",,,
"Av. Pte. J. D. Perón 621, La Matanza, Bs As, asc",,,
"Av. Costanera General San Martín N° 1190 de la localidad de Corrientes, provincia de Corrientes.",,,
"Monseñor Bufano 6480 y RP 21, La Matanza, Bs. As. Desc",,,
Monseñor Bufano 6480- carril 2y 3 La Matanza - Descendente,,,
Monseñor Bufano 6480 Carril 1 y carril 2 desc. La Matanza Bs As.,,,
Monseñor Bufano 6480 C2 y C3 Desc. La Matanza,,,
"Av. Nestor C. Kirchner 22260, Ituzaingo, Pcia. de Bs. 
As.,descendente.",,,
"Av. Nestor C. Kirchner 22260, Ituzaingo, Pcia. de Bs. As., descendente.",,,
Av N. Kirchner 22260 Ituzaingo Bs As desc,,,
"Av. Nestor C. Kirchner 22260, Ituzaingo, Pcia. de Bs. As., 
descendente.",,,
"Av. Circunvalación y Gral. Frias, Junín, Bs. As. sentido: Desc.",,,
"Av. Circunvalación y Gral. Frias, Junín, Bs. As. sentido: Desc. Carriles 1 y 2",,,
Av. Maipú N° 3203 de la localidad de Corrientes. Provincia de Corrientes.,,,
"Avenida Libertad Nº 6350, en jurisdicción de la localidad de Corrientes, provincia de Corrientes",,,
"Avenida Libertad Nº 6350, en jurisdicción de la localidad de 
Corrientes, provincia de Corrientes",,,
"Av. Independencia Nº 4070 (carriles sentido ascendente), en jurisdicción de la localidad de Corrientes, provincia de Corrientes",,,
"Av. Independencia Nº 4070 (carriles sentido descendente), en jurisdicción de la localidad de Corrientes, provincia de Corrientes",,,
Fray Luis Beltran 2181 Ituzaingo Bs.As. Asc.,,,
Fray L. Beltran 2181 carril 1 y 2 - Ituzaingo - Bs As - ascendente,,,
"Av. Gral. Juan G. Lemos 2387, Malvinas Argentinas, Pcia. de Bs. As.,descendente.",,,
"Av. Gral. Juan G. Lemos 2387, Malvinas Argentinas, Pcia. de Bs. As., descendente.",,,
"Av, Gral J. G. Lemos 2387",,,
Av. Juan G.Gral Lemos 2387 - C1 Y C2 - DESC. M. Argentina,,,
"Av. Del Sesquicentenario 4823, Malvinas Argentinas, Pcia. de Bs. As., descendente.",,,
"Av. Del sesquicentenario 4823, Malvinas Argentinas carril 2 y 3,Pcia. de Bs. As., descendente.",,,
AV. DEL SEQUIECENTENARIO 4823 - C2 Y C3 - DESC. M. Argentina,,,
"Ruta Nacional N° 34 - km 67 (carril 1 sentido descendente / carril 2 sentido ascendente), en jurisdicción de la localidad de Totoras, provincia de Santa Fe",,,
"Ruta Nacional N° 11 - km 798,5 (carril 1 sentido ascendente / carril 2 sentido descendente), en jurisdicción de la localidad de Avellaneda, provincia de Santa Fe.",,,
Fray Luis Beltran 2110 Ituzaingo Bs.As. Desc..,,,
Fray L. Beltran 2110 carril 1 y 2 - Ituzaingo - Bs As - descendente,,,
"Con. Del Buen Ayre km 12,7, Bs. As. (no quisieron localidad es de la pcia.) Ascendente",,,
"Camino parque Buen Ayre km 12,7 - asc- c1 c2 y c3 Pcia Bs. As.",,,
"Ruta Provincial N° 70 - km 22 (carril sentido descendente), en jurisdicción de la localidad de Esperanza, provincia de Santa Fe",,,
"Ruta Provincial N° 70 - km 20,1 (carril sentido descendente), en jurisdicción de la localidad de Esperanza, provincia de Santa Fe",,,
Av. Gorriti N° 3490 de la localidad de Santa Fe de la Vera Cruz,,,
"Ruta Provincial 6 - km 68,1, en jurisdicción de la localidad de Esperanza, provincia de Santa Fe - carril único en sentido descendente (de Norte hacia Sur, o desde cruce con Ruta Provincial N° 4 hacia Esperanza)",,,
"Ruta Nacional N° 168 - km 2 (carriles sentido descendente) de la localidad de Santa Fe de la Vera Cruz, provincia de Santa Fe.",,,
"Ruta Nacional N° 9 - km 339,1 (carril sentido ascendente), en jurisdicción de la localidad de San Jerónimo Sud, provincia de Santa Fe.",,,
"Ruta Nacional N° 168 - km 1 (carriles sentido ascendente) de la localidad de Santa Fe de la Vera Cruz, provincia de Santa Fe.",,,
"Ruta Nacional N° 168 - km 472 (carriles sentido ascendente) de la localidad de Santa Fe de la Vera Cruz, provincia de Santa Fe.",,,
Ruta Pcial 51 y calle 58 C1 y C2 desc Azul Bs. As.,,,
RP 51 Y Calle 58 Azul Pcia. de Bs.As. Asc.,,,
"Ruta pcial. 51 y calle 58, Azul, Bs. As. Sent. Asc. Carriles 1 y 2",,,
Av. De los constituyentes 3240 Carril 1 y 2 Descendente - CABA,,,
Av. De los constituyentes carril 1 y 2 desc. CABA,,,
"Ruta Nacional N° 9 - km 340 (carril sentido descendente), en jurisdicción de la localidad de San Jerónimo Sud, provincia de Santa Fe.",,,
"Ruta Nacional N° 9 - km 340 (carril sentido desdendente), en jurisdicción de la localidad de San Jerónimo Sud, provincia de Santa Fe.",,,
Av. Juan B. Justo 8736 Carril 1 y 2 Descendente - CABA,,,
Av. J. B. Justo 8736 Carril 1 y 2 - Desc. - CABA,,,
"Avenida Gaona Nº 1852, Ciudad Autónoma de Buenos Aires.Sentido de circulación: ascendente",,,
"Av, Gaona 1852, CABA, sent. Asc. Carriles 3, 4 y 5",,,
"Bv. Peralta Ramos 6430 Mar del Plata, Bs. As. Sent. Asc.",,,
Bv. Peralta Ramos 6430 carril 1 y carril 2 sent. asc. Mar del Plata Bs As,,,
"Av. Felix U. Camet 1800, Mar del Plata, desc.",,,
"Av. Felix U. Camet 1800 C1 y C2, desc Mar del Plata Bs. As.",,,
"Av. Felix U. Camet 1800, Mar del Plata, asc.",,,
"Av. Felix U. Camet 1800 C1 y C2, asc Mar del Plata Bs. As.",,,
"Bv. Peralta Ramos 6430 Mar del Plata, Bs. As. Sent. Desc.",,,
Bv. Peralta Ramos 6431 carril 1 y carril 2 sent. Desc. Mar del plata,,,
Blas Parera 780 C1 y C2 Asc. Vicente Lopez,,,
"Av. J.D. Perón 2930, Pilar , Pcia. de Bs.As. Sentido: descendente",,,
"Av. J. D. Perón 2930, Pilar, Bs. As. Sent. descendente carriles 1 y 2",,,
Av. Pres. Illia 12860 Del Viso Pilar Bs.As. Asc.,,,
"Av. Pte. Arturo U. Illia 12860, Del Viso, Pilar, Bs. As.",,,
Av. Pdte. Illia 12860 - asc. Carril 1 y 2 del viso - pilar,,,
"Av. J.D. Perón 2883, Pilar , Pcia. de Bs.As. Sentido: ascendente",,,
"Av. J. D. Perón 2883, Pilar, Bs. As. Sent. Ascendente carriles 1 y 2",,,
av. Maipu 2025 -Vicente Lopez - c1 y c2 - asc.,,,
Av. Maipu 2025 - asc. Carril 2 y 3 Vicente Lopez,,,
Avenida Maipu 2025 Carril 1 y 2 Desc. San Isidro Bs.As.,,,
Av.de la Unidad Nacional 2934 - San Isidro - Pcia. de Bs.As.,,,
"Av. Raúl Alfonsín N° 4030 (carril 1 sentido ascendente / carril 2 sentido descendente) de la localidad de Corrientes, provincia de Corrientes",,,
"Av. Raúl Alfonsín N° 3040 de la localidad de Corrientes, provincia de Corrientes",,,
"Av. Laprida N° 1398 (carril 1 sentido ascendente o N-S / carril 2 sentido descendente o S-N) de la localidad de Corrientes, provincia de Corrientes",,,
"Ruta Provincial N° 18 - km 47,6 (carril sentido descendente), en jurisdicción de la localidad de Santa Teresa, provincia de Santa Fe",,,
"Ruta Provincial N° 18 - km 46,8 (carril sentido ascendente), en jurisdicción de la localidad de Santa Teresa, provincia de Santa Fe",,,
"Ruta Nacional N° 11 - km 519,1, (carril 1 sentido ascendente - carril 2 sentido descendente) en jurisdicción de la localidad de Llambi Campbell, provincia de Santa Fe",,,
"Ruta Provincial N° 27 - km 46, en jurisdicción de la localidad de Bella Vista, provincia de Corrientes",,,
"Ruta Provincial N° 27 - km 49, en jurisdicción de la localidad de Bella Vista, provincia de Corrientes",,,
"Ruta Nacional N° 34 - km 84,1 (carril sentido ascendente), en jurisdicción de la localidad de San Genaro, provincia de Santa Fe.",,,
"Ruta Nacional N° 34 - km 86,5 (carril sentido descendente), en jurisdicción de la localidad de San Genaro, provincia de Santa Fe.",,,
"Av. Juan Bautista Alberdi 1260 (carriles 2, 3 y 4 sentido ascendente) de la Ciudad Autónoma de Buenos Aires",,,
Avenida Dorrego 3700 (carril sentido descendente) de la Ciudad Autónoma de Buenos Aires,,,
Avenida Gral. Mosconi 3043 (carril sentido descendente) de la Ciudad Autónoma de Buenos Aires,,,
Avenida Bruix 4435 (carril sentido descendente) de la Ciudad Autonoma de Buenos Aires,,,
Avenida San Juan 730 (carriles sentido descendente) de la Ciudad Autónoma de Buenos Aires,,,
